Anomia67,Powles67,Anomia71,Powles71,Educ,SEI
2.4483934184040272,2.714363038216984,2.571598571385207,2.0819911326847094,2.777486499721435,21.050748299497627
1.6955041162295486,1.531095337383193,4.10531240497419,3.3248966090624386,1.3236690431530842,19.888634323698607
2.940608013845319,3.0264469697932013,3.234817984493462,3.394208637482572,2.8155136399480867,20.86396746367951
3.7263961185914067,3.8408505116181098,2.4592168868830164,3.899883488603319,3.6102853705241524,20.059419528501202
3.7082009834103395,3.862156308682288,2.4664094507044685,2.240881132719838,0.9010583184524634,18.445897015302197
1.4333850483827135,1.2938676036091847,2.0829631053938007,0.9973287474824248,3.031115386955307,21.838546153471352
3.6018247934965206,3.0330942443591526,1.2157882667736155,3.1353023881967825,3.4227608459630514,18.98260916872357
3.122130798044698,4.087201583530263,4.161470107326153,4.460236369817455,1.682559496803008,18.97292198675907
4.423213629197082,3.753451822762547,5.503206811435688,5.591964044494775,1.8121389289275711,19.3787684751614
1.4609555780208179,3.200100854944602,2.736990987608099,3.322144218265141,4.340417582526888,20.059550884957652
3.3813995791704308,4.812093588502451,4.208992462313999,4.235921664945035,3.902198459188271,19.227791702766286
2.7382289915371243,3.12358498171896,2.515775673613111,3.7713282037840568,2.1108435087194635,19.06923831562544
2.546426095198514,1.5914898145116774,2.257704449447721,2.1321348558198516,4.6172839770084835,20.906398867768406
1.3025013950200528,1.8417719423417156,3.124932214852343,3.614891085459818,4.182724847404068,20.2025199159267
2.69051489186027,3.830976624645436,3.5315433720680254,3.981299028735405,2.047551088979426,18.800206470436972
5.04667107263845,4.285436183919433,3.9282649140110006,2.936281317973324,1.6437795831588988,18.12973840590515
4.171710040420131,4.404678657942201,4.857630056384322,3.8298414117671236,4.134836252963508,18.783992282351555
0.9645782360563206,1.4210496563608,0.9099605667778707,1.0651955060483271,4.406707207505541,22.157621294885672
2.864638916293252,3.5114464173380076,3.9035939968658004,2.3164393003348542,2.953490820514437,21.119988075010873
1.9399045149130323,2.105826323026066,1.7978514245801587,3.2316638676761356,2.824138230351208,20.116400218981706
0.17056949011933176,1.197670425635633,3.635333183088076,2.7299867269777804,4.594999467805081,20.79323624478105
3.5185880264860905,4.203165618410064,4.0571096265514575,4.281207314589672,1.5933955744908637,19.420160845866533
3.23434740859009,2.5877289715861016,3.03701569299525,2.0056908813000587,3.8407499925650006,21.163748639607785
2.587671234637116,3.2743616469577788,2.7624470536417354,3.6745635880240335,3.0497287543960243,19.71853541278706
4.341796332430538,4.050922730502433,4.643823396686784,4.2296010981138785,3.2477640971794126,20.17897872476231
3.3625428716218897,4.5123257816244795,2.8938663922343126,3.205513087338319,2.029681872068852,21.474880772615233
1.315270964176633,1.7569788948106622,0.4270976137130367,1.5247706174704396,1.9619771474425558,20.36815943606792
3.8348445903061243,3.124688128177581,2.5732525851938184,1.8121689516153219,3.9485731437659295,19.96228384680946
3.449115159041996,2.753632607443639,2.6005507548483826,2.4046707588325438,4.09511395700889,21.381300640344474
3.4611865863876496,3.308872691579081,3.623622753321513,2.5359339991116596,2.4307006459838774,18.6707265197675
2.56817243743511,2.8260998239957726,2.5652013287384343,2.2718632058307042,4.057901614957428,21.01316465860188
2.570633286195495,2.7109441244137424,4.16293546822199,3.9068483591796515,4.3747736166071505,18.99461813149854
2.876980824929947,2.6962234493474555,3.8759012880724777,3.402369582750385,3.004684625091219,20.225934325481045
3.779327331367546,4.467370966669552,3.1090745239736024,3.118281505878742,5.067744653044956,22.04157962076538
3.222210103225141,3.2508409802933915,1.955254065674369,2.3030354063636636,3.7488987867397916,21.7872661505871
2.667585301141495,3.5128030822106915,1.3120548652577801,2.010575617687018,3.943438266131726,19.175933227861563
2.2740036023342025,2.7810192785798553,2.475123908302853,2.9135266561190143,2.879660331170577,20.883020602470452
1.929149287013576,4.048574392929664,3.019398134075169,3.800617807457344,3.0310299647836922,20.142700237509324
4.059717643728803,4.060828008328343,3.2873163774088257,3.2354709916496365,0.3004754553164277,18.86974549443038
1.0850816104438346,2.0435948519880958,2.8712587998957693,3.0255439028700795,3.3531083262504695,18.883318364216503
2.6471196053347756,1.9019064223192816,2.369903784654622,2.4871758952728644,4.340848599110563,22.932617182442026
3.4681051210513454,4.018076648945071,4.0560521947443995,3.865212230576531,2.436207067176543,21.000288268081146
3.2948806927223036,2.2703547155685944,1.8068002722403143,1.6093457412832446,3.286211478178055,19.60665753565683
2.7157262597643683,0.9017526137969121,3.0049304863595987,2.163043277441426,3.468056364723585,20.707033659654204
2.6273675164617147,3.4769222566031095,3.705434399359087,3.141838458897212,2.1500145278751543,18.63833637080162
1.5403607806728183,0.795163141530689,1.9711040964983897,2.600832294537654,3.5194858777824303,22.00068882186203
3.5056795748060723,2.659181766684265,4.624664376675383,2.507783660971506,3.1362653800128686,19.033478893745823
2.702300021492118,2.7301583446915285,3.592412063958882,3.546805358015038,3.193292525810283,20.6474238513343
2.3453143094110165,3.429101641324265,1.561683417922964,1.645233347771017,2.932603310747999,20.694563561137844
3.8704498124062634,3.240927717685363,3.97309578612062,4.367487784854634,3.1719043988300193,20.784032204142797
2.3697973704410247,3.3536094479923833,3.510987508564832,3.078345489354652,2.070335102086197,19.66946294607926
3.1603870330258537,2.903379587665062,3.024704381786801,4.001560019495363,1.4215006165857154,19.626586270829325
1.2727169232588265,1.6604204801381972,2.1011029867385993,1.9546462735130998,3.4986574666185266,20.305451440316016
